Time,output
1504,3008.58
1505,2986.68
1506,2933.57
1507,2927.05
1508,2923.92
1509,2924.99
1510,2932.93
1511,2905.59
1512,2884.36
1513,2669.31
1514,1730.69
1515,1372.33
1516,1286.45
1517,1290.28
1518,1252.62
1519,1279.47
1520,1293.99
1521,1297.79
1522,1352.44
1523,1454.41
1524,1516.41
1525,1594.1
1526,1684.61
1527,1898.58
1528,1968.62
1529,2048.71
1530,2322.53
1531,2582.06
1532,2689.65
1533,2769.47
1534,2800.48
1535,2906.1
1536,2921.04
1537,2878.61
1538,2817.43
1539,2774.95
1540,2735.11
1541,2714.27
1542,2688.37
1543,2663.1
1544,2634.06
1545,2628.68
1546,2588.04
1547,2587.96
1548,2605.59
1549,2499.52
1550,2492.22
1551,2512.76
1552,2495.07
1553,2435.71
1554,2403.87
1555,1918.44
1556,1845.65
1557,1756.44
1558,1885.78
1559,1911.88
1600,2268.3
1601,2116.8
1602,2302.45
1603,2280.58
1604,2270.49
1605,2171.77
1606,1893.19
1607,1647.52
1608,1297.39
1609,1345.04
1610,1575.31
1611,1684.84
1612,1671.68
1613,1162.99
1614,927.81
1615,890.67
1616,888.88
1617,911.34
1618,866.28
1619,847.73
1620,931.41
1621,957.76
1622,930.98
1623,903.13
1624,879.68
1625,913.17
1626,924.39
1627,770.93
1628,850.98
1629,1035.99
1630,1239.79
1631,1224.24
1632,1141.06
1633,965.07
1634,1007.02
1635,1091.05
1636,1162.98
1637,1500.27
1638,1685.75
1639,1667.21
1640,1646.88
1641,1523.5
1642,1568.49
1643,1568.74
1644,1060.19
1645,855.65
1646,793.01
1647,762.71
1648,758.44
1649,776.5
1650,807.5
1651,847.74
1652,1291.02
1653,1120.55
1654,1195.28
1655,984.33
1656,1252.97
1657,926.32
1658,1335.3
1659,1289.19
1700,1267.11
1701,1243.87
1702,1223.02
1703,959.75
1704,969.38
1705,848.08
1706,893
1707,686.55
1708,666.74
1709,622.64
1710,600.59
1711,601.66
1712,617.31
1713,875.35
1714,864.06
1715,1004.86
1716,1008.08
1717,996.73
1718,977.44
1719,947.81
1720,887.29
1721,782.3
1722,554.82
1723,522.11
1724,735.6
1725,686.43
1726,661.93
1727,586.62
1728,341.21
1729,301.86
1730,272.48
1731,254.12
1732,238.74
1733,226.21
1734,214.6
1735,207.76
1736,201.11
1737,192.86
1738,185.92
1739,191.65
1740,246.29
1741,249.42
1742,307.19
1743,220.68
1744,222.67
1745,209.37
1746,212.56
1747,219.12
1748,223.28
1749,223.48
1750,222.03
1751,221.4
1752,218.22
1753,212.84
1754,206.51
1755,202.34
1756,196.86
1757,192.34
1758,186.1
1759,178.33
1800,167.53
1801,155.96
1802,143.59
1803,131.09
1804,119.53
1805,91.94
1806,68.55
1807,82.53
1808,76
1809,70.02
1810,67.54
1811,68.21
1812,68.77
1813,69.78
1814,70.47
1815,70.59
1816,65.73
1817,69.35
1818,67.67
1819,63.7
1820,57.04
1821,50.13
1822,41.09
1823,32.73
1824,25.52
1825,23.85
1826,21.99
1827,10.34
1828,8.74
1829,8.07
1830,6.53
1831,5.08
1832,4.18
1833,3.46
1834,2.89
1835,2.65
1836,2.45
1837,2.37
1838,2.35
1839,2.3
1840,2.3
1841,2.3
1842,2.28
1843,2.26
1844,2.25
1845,2.24
1846,2.24
1847,2.24
1848,2.24
1849,2.24
1850,2.24
1851,2.23
1852,2.24
1853,2.24
1854,2.25
1855,2.23
1856,2.24
1857,1.37
1858,1.39
1859,1.44
1900,1.43
1300,1544.35
1301,1595.69
1302,1633.5
1303,1651.93
1304,1650.56
1305,1641.25
1306,1645.3
1307,1657.2
1308,1652.16
1309,1640
1310,1719.28
1311,1916.66
1312,1750.47
1313,1702.43
1314,1563.45
1315,1597.38
1316,1822.27
1317,2603.66
1318,1720.67
1319,1515.23
1320,1393.29
1321,1298.23
1322,1211.02
1323,1142.63
1324,1073.11
1325,1023.49
1326,991.44
1327,976.23
1328,996.92
1329,1026.29
1330,1057.36
1331,1073.49
1332,1078.29
1333,1078.67
1334,1061.7
1335,1041.49
1336,1014.99
1337,995.17
1338,996
1339,1015.84
1340,1056.94
1341,1124.83
1342,1206.09
1343,1297.59
1344,1364.6
1345,1403.32
1346,1388.47
1347,1364.42
1348,1369.18
1349,1404.4
1350,1476.71
1351,1556.64
1352,1675.34
1353,1914.18
1354,2247.25
1355,2740.36
1356,2534.11
1357,2255.86
1358,2408.77
1359,2298.53
1400,2543.28
1401,3109.76
1402,3077.49
1403,2984.09
1404,3015.57
1405,3450.07
1406,3133.32
1407,2141.79
1408,2410.54
1409,2185.54
1410,2076.23
1411,2108.15
1412,1805.4
1413,2110.75
1414,2280.35
1415,2331.56
1416,2293.37
1417,1996.26
1418,1743.7
1419,1769.1
1420,1704.44
1421,2043.86
1422,1816.87
1423,1799.4
1424,2056.25
1425,2290.25
1426,2261.03
1427,2426.45
1428,1737.61
1429,1626.59
1430,2450.81
1431,2187.03
1432,2404.56
1433,2674.9
1434,2582.55
1435,4051.35
1436,3902.13
1437,3272.1
1438,2896.49
1439,2466.45
1440,2125.44
1441,1665.97
1442,2470.55
1443,2959.46
1444,2711.5
1445,1988.78
1446,2024.87
1447,2284.01
1448,1634.01
1449,1892.57
1450,1996.57
1451,2077.51
1452,1638.76
1453,1355.15
1454,1191.13
1455,1187.6
1456,1281.2
1457,1491.72
1458,1187.42
1459,1137.85
1500,1254.25
1501,1496.13
1502,2282.11
1503,3128
1504,2862.09
1505,3158.91
1506,2224.4
1507,2100.26
1508,2947.35
1509,3463.04
1510,3320.19
1511,3205.86
1512,3176.88
1513,3022.44
1514,3174.48
1515,3049.29
1516,2966.57
1517,2784.34
1518,1845.27
1519,1751.12
1520,2428.01
1521,1769.86
1522,2594.78
1523,3075.6
1524,2967.41
1525,1830.33
1526,1765.86
1527,2458.05
1528,1863.94
1529,1869.79
1530,1817.95
1531,2550.24
1532,2623.2
1533,2256.58
1534,2169.61
1535,2027.66
1536,2312.11
1537,1952.05
1538,1871.35
1539,1732.41
1540,1884.36
1541,1695.46
1542,1618.86
1543,1501.26
1544,1296.76
1545,1165.15
1546,1153.44
1547,1175.73
1548,1338.12
1549,1348.34
1550,1234.15
1551,1175.13
1552,1152.43
1553,1323.47
1554,1228.03
1555,1146.21
1556,1149.58
1557,1098.31
1558,1209.91
1559,1206.2
1600,1300.11
1601,1507.77
1602,1430.91
1603,1398.19
1604,1254.74
1605,1723.06
1606,2406.1
1607,2555.44
1608,2672.59
1609,2739
1610,2834.64
1611,2159.47
1612,1476.36
1613,1193.38
1614,1045.53
1615,943.75
1616,993.33
1617,1034.16
1618,1091.3
1619,1067.41
1620,1079.89
1621,1037.95
1622,935.92
1623,928.82
1624,934.91
1625,884.07
1626,965.03
1627,1168.34
1628,2136.61
1629,1900.11
1630,1962.02
1631,1596.16
1632,1235
1633,1383.82
1634,1268.22
1635,1617.95
1636,1889.11
1637,1901.04
1638,1373.85
1639,1103.84
1640,1095.65
1641,1019.79
1642,843.64
1643,744.23
1644,684.98
1645,539.15
1646,520.1
1647,532.34
1648,513.83
1649,520.99
1650,587.11
1651,579.41
1652,604.86
1653,631.61
1654,506.71
1655,499.85
1656,494.45
1657,529.41
1658,526.27
1659,579.98
1700,619.25
1701,657.03
1702,664.43
1703,652.52
1704,578.07
1705,538.19
1706,444.52
1707,421.78
1708,400.15
1709,405.01
1710,378.83
1711,342.31
1712,305.07
1713,299.99
1714,314.6
1715,353.2
1716,402.37
1717,467.92
1718,505.63
1719,507.09
1720,535.91
1721,575.33
1722,658.15
1723,608.32
1724,704.2
1725,672.83
1726,497.19
1727,427.63
1728,409.87
1729,379.8
1730,359.05
1731,355.09
1732,330.21
1733,296.77
1734,264.01
1735,266.65
1736,280.62
1737,318.35
1738,329.92
1739,328.62
1740,316.84
1741,313.75
1742,286.16
1743,265.36
1744,254.38
1745,243.47
1746,245.86
1747,278.25
1748,253.59
1749,228.55
1750,227.27
1751,222.8
1752,227.06
1753,224.46
1754,220.71
1755,216.37
1756,210.12
1757,205.86
1758,204.37
1759,204.43
1800,275.86
1801,290.37
1802,267.2
1803,214.92
1804,203.07
1805,180.53
1806,153.09
1807,138.54
1808,126.02
1809,122.89
1810,122.13
1811,122.91
1812,139.71
1813,131.36
1814,122.57
1815,117.76
1816,111.87
1817,104.55
1818,95.87
1819,88.12
1820,81.43
1821,74.93
1822,67.64
1823,59.35
1824,40.65
1825,38.74
1826,30.26
1827,25.68
1828,19.58
1829,8.91
1830,8.82
1831,8.69
1832,8.52
1833,1.65
1834,1.56
1835,1.58
1836,1.53
1837,1.47
1838,1.42
1839,1.41
1840,1.43
1841,1.39
1842,1.39
1843,1.4
1844,1.39
1845,1.39
1846,1.38
1847,1.38
1848,1.38
1849,1.39
1850,1.39
1851,1.38
1852,1.39
1853,1.38
1854,1.38
1855,1.39
1856,1.38
1857,1.38
1858,1.38
1859,1.38
1900,1.41
1300,2965.39
1301,2248.09
1302,2264.97
1303,2277.37
1304,2425.41
1305,3036.85
1306,3823.54
1307,4510.62
1308,4437.89
1309,2757.85
1310,2327.38
1311,2403.41
1312,2498.4
1313,4139.53
1314,4547.71
1315,4229.76
1316,3938.37
1317,2562.03
1318,2381.21
1319,2385.47
1320,2197.29
1321,2123.89
1322,2079.53
1323,2088.12
1324,2110.12
1325,2130.25
1326,2137.23
1327,2126.38
1328,2160.18
1329,2111.58
1330,1916.35
1331,1913.35
1332,1998.21
1333,1634.14
1334,1629.59
1335,1595.1
1336,1748.39
1337,1766.98
1338,1563.89
1339,1301.66
1340,1232.32
1341,1383.68
1342,1375.51
1343,1355.27
1344,1454.46
1345,1404.79
1346,1558.55
1347,1539.78
1348,1603.68
1349,1700.26
1350,1629.6
1351,1780.75
1352,2428.02
1353,2559.73
1354,2527.41
1355,2658.02
1356,2401.19
1357,2545.26
1358,2954.82
1359,3386.13
1400,4408.58
1401,4408.11
1402,4516.21
1403,4148.15
1404,4232.69
1405,4029.93
1406,3560.57
1407,3621.23
1408,3508.37
1409,3883.74
1410,4008.97
1411,2819.49
1412,3052.37
1413,3250.45
1414,2761.74
1415,3727.2
1416,3138.54
1417,2809.41
1418,2095.93
1419,2178.72
1420,2095.52
1421,2002.37
1422,1942.98
1423,2012.46
1424,2583.65
1425,2819.36
1426,2609.46
1427,2592.28
1428,2707.63
1429,3151.55
1430,3429.56
1431,3490.79
1432,3715.91
1433,3677.93
1434,3939.54
1435,3137.78
1436,2272.07
1437,2156.2
1438,2458.52
1439,2831.94
1440,2576.84
1441,2890.84
1442,3886.48
1443,3584.41
1444,3437.77
1445,3439.12
1446,3626.62
1447,2924.91
1448,3747.58
1449,3290.92
1450,3123.34
1451,2582.34
1452,2648.14
1453,2579.48
1454,2149.77
1455,2114.93
1456,2061.52
1457,2083.01
1458,2223.93
1459,2045.67
1500,1932.25
1501,1904.52
1502,1993.21
1503,2076.41
1504,2172.19
1505,2076.84
1506,1955.51
1507,2053.69
1508,2231.2
1509,1958.66
1510,2107.82
1511,2114.38
1512,1886.18
1513,1801.41
1514,1956.71
1515,2159.99
1516,2593.47
1517,3017.27
1518,2342.04
1519,3131.72
1520,2848.3
1521,2310.76
1522,2220.55
1523,2134.66
1524,2067.53
1525,2128.73
1526,2101.48
1527,2050.32
1528,2342.74
1529,2346.58
1530,2254.41
1531,2001.38
1532,1932.86
1533,1926.25
1534,1889.18
1535,1871.75
1536,1787.03
1537,1654.03
1538,1556.89
1539,1723.56
1540,1579.24
1541,1630.91
1542,1641.25
1543,1626.05
1544,1565.63
1545,1474.17
1546,1325.69
1547,1512.4
1548,1499.17
1549,1425.67
1550,1364.17
1551,1419.48
1552,1471.21
1553,2143.93
1554,2873.91
1555,3043.67
1556,2992.16
1557,2488.09
1558,2960.49
1559,3037.86
1600,3031.81
1601,2854.14
1602,2356.67
1603,2091.19
1604,1847.37
1605,1652.37
1606,1921.05
1607,1445.5
1608,1928.96
1609,2106.49
1610,1713.89
1611,1874.36
1612,2674.08
1613,2516.12
1614,2520.36
1615,2230.16
1616,2347.72
1617,2841.96
1618,2777.97
1619,2768.55
1620,2833.66
1621,2777.05
1622,2785.58
1623,2666.29
1624,2609.42
1625,2554.05
1626,2352.3
1627,1635.33
1628,1269.01
1629,1146.85
1630,1508.09
1631,1307.66
1632,1302.28
1633,1247.83
1634,1170.99
1635,1485.57
1636,2034.97
1637,2062.73
1638,1084.36
1639,1742.95
1640,1882.1
1641,1393.84
1642,1143.57
1643,1090.96
1644,1302.97
1645,1050.46
1646,904.75
1647,906.96
1648,967.13
1649,983.5
1650,990.91
1651,964.75
1652,901.35
1653,920.12
1654,915.59
1655,923.29
1656,871.3
1657,878.04
1658,889.28
1659,894.39
1700,893.58
1701,910.39
1702,1018.63
1703,1161.8
1704,1407.95
1705,994.35
1706,1103.18
1707,953.01
1708,1418.32
1709,1616.84
1710,1566.92
1711,1013.02
1712,805.21
1713,859.84
1714,1003.99
1715,744.98
1716,835.22
1717,865.96
1718,702.7
1719,662.61
1720,633.06
1721,648.59
1722,665.05
1723,642.57
1724,633.97
1725,607.87
1726,613.8
1727,615.96
1728,600.38
1729,561.55
1730,542.97
1731,543.3
1732,508.92
1733,481.99
1734,464.64
1735,483.74
1736,473.22
1737,424
1738,376.21
1739,383.79
1740,346.06
1741,318.59
1742,312.81
1743,279
1744,271.68
1745,254.65
1746,245.61
1747,238.64
1748,233.11
1749,227.05
1750,219.13
1751,213.1
1752,208.26
1753,205.16
1754,179.31
1755,175.96
1756,168.69
1757,167.63
1758,170.47
1759,166.57
1800,166.64
1801,156.61
1802,146.95
1803,135.17
1804,126.83
1805,120.99
1806,116.21
1807,115.34
1808,108.04
1809,114.67
1810,109.68
1811,98.56
1812,95.42
1813,86.95
1814,79.82
1815,69.14
1816,63.56
1817,59.01
1818,67.27
1819,54.18
1820,61.79
1821,43.84
1822,32.33
1823,25.07
1824,25.78
1825,28.71
1826,32.85
1827,30.77
1828,21.34
1829,9.81
1830,9.18
1831,8.66
1832,7.85
1833,7.37
1834,6.59
1835,5.59
1836,5.15
1837,5.01
1838,4.57
1839,4.41
1840,4.13
1841,4.15
1842,4.01
1843,3.99
1844,3.97
1845,3.94
1846,3.92
1847,3.88
1848,3.87
1849,1.35
1850,1.36
1851,1.35
1852,1.36
1853,1.36
1854,1.36
1855,1.35
1856,1.35
1857,1.35
1858,1.35
1859,1.34
1900,1.36
1300,1262.36
1301,1334.28
1302,1413.2
1303,1497.05
1304,1572.13
1305,1656.98
1306,1751.2
1307,1815.74
1308,1914.21
1309,2042.14
1310,2417.31
1311,2381.53
1312,2476.93
1313,2528.83
1314,2814.48
1315,3785.8
1316,3959.09
1317,3882.46
1318,3727.1
1319,3612.08
1320,2880.18
1321,2408.46
1322,2261.89
1323,2251.73
1324,2282.79
1325,2986.04
1326,3389.41
1327,3782.68
1328,3282.44
1329,2909.63
1330,2561.21
1331,3624.11
1332,3897.32
1333,3859.63
1334,3780.94
1335,3784.82
1336,3741.73
1337,3811.82
1338,3834.87
1339,3894.69
1340,3992.25
1341,4028.09
1342,4122.36
1343,4086.32
1344,4055.17
1345,3913.66
1346,3151.03
1347,2448.33
1348,3621.51
1349,3368.54
1350,2688.02
1351,2818.05
1352,3588.36
1353,3767.33
1354,3437.41
1355,3608.39
1356,3703.61
1357,3292.26
1358,3210.9
1359,3510.55
1400,3599.21
1401,3672.95
1402,2976.15
1403,3010.32
1404,3118
1405,3460.75
1406,3524.5
1407,3366.94
1408,2996.05
1409,3438.86
1410,3589.74
1411,3598.84
1412,3588.43
1413,3731.3
1414,3309.55
1415,3202.25
1416,2857
1417,2594.99
1418,2353.37
1419,2771.66
1420,2981.41
1421,2241.85
1422,1820.76
1423,1810.57
1424,1882.06
1425,1966.96
1426,2085.15
1427,2210.69
1428,2040.04
1429,2011.86
1430,2170.15
1431,2496.85
1432,3267.69
1433,2847.34
1434,2599.3
1435,2446.15
1436,2518.5
1437,2839.6
1438,2778.99
1439,2625.5
1440,2328.18
1441,2285.5
1442,2371.79
1443,2470.22
1444,2369.61
1445,2336.17
1446,2243.38
1447,2213.32
1448,2211.37
1449,2330.51
1450,2669.94
1451,2760.19
1452,3097.91
1453,3000.02
1454,3019.77
1455,2730
1456,2623.98
1457,2490.65
1458,2484.42
1459,2401.77
1500,2372.81
1501,2436.33
1502,2516.19
1503,2567
1504,2368.84
1505,3028.89
1506,2707.33
1507,2190.05
1508,2074.04
1509,2075.14
1510,2126.14
1511,2296.07
1512,2349.44
1513,2383.49
1514,2439.93
1515,2598.95
1516,2655.08
1517,2806.76
1518,2548.81
1519,2209
1520,2050.53
1521,1865.07
1522,1867.68
1523,2036.83
1524,2253.68
1525,2037.81
1526,1873.63
1527,1668.89
1528,1791.01
1529,1821.96
1530,2040.95
1531,2066.02
1532,2020.17
1533,2592.27
1534,3065.21
1535,2425.2
1536,2412.5
1537,2383.75
1538,2474.86
1539,2648.55
1540,2378.8
1541,2396.98
1542,2082.74
1543,1933.26
1544,1834.3
1545,1750.36
1546,1478.09
1547,1625.86
1548,1774.14
1549,2466.18
1550,2763.58
1551,3137.88
1552,3133.45
1553,3088.33
1554,3074.01
1555,3026.99
1556,3032.81
1557,3012.25
1558,3041.26
1559,2993.87
1600,2951.41
1601,3043.49
1602,3016.79
1603,3065.44
1604,2919.06
1605,1507.89
1606,870.54
1607,807.21
1608,831.75
1609,1106.37
1610,1186.19
1611,2365.26
1612,2468.33
1613,2495.39
1614,2438.95
1615,2423.44
1616,2372.9
1617,2329.57
1618,2133.18
1619,1786.55
1620,2248.09
1621,2258.34
1622,2254.96
1623,2250.46
1624,2265.36
1625,2288.53
1626,2280.42
1627,1955.59
1628,1850.28
1629,1666.84
1630,2010.48
1631,1417.01
1632,2063.29
1633,2202.23
1634,2163.45
1635,2099.46
1636,2041.76
1637,2106.07
1638,2061.79
1639,2037.99
1640,1977.7
1641,2054.44
1642,2234.46
1643,2199.74
1644,2085.71
1645,1973.25
1646,1948.06
1647,1801.7
1648,772
1649,896.4
1650,846.07
1651,719.72
1652,738.73
1653,713.48
1654,683.56
1655,700.35
1656,738.34
1657,741.41
1658,689.99
1659,774.3
1700,810.78
1701,852.44
1702,871.57
1703,857.02
1704,836.38
1705,799.25
1706,744.22
1707,750.13
1708,770.05
1709,779.36
1710,810.14
1711,715.16
1712,656.07
1713,585.34
1714,586.94
1715,598.29
1716,642.31
1717,607.93
1718,671.42
1719,761.59
1720,527.8
1721,510.14
1722,512.14
1723,489.14
1724,454.53
1725,421.89
1726,380.74
1727,390.53
1728,387.82
1729,392.68
1730,393.18
1731,415.51
1732,426.05
1733,436.41
1734,440.19
1735,426.21
1736,465.11
1737,432.11
1738,418.17
1739,380.16
1740,370.92
1741,352.52
1742,324.07
1743,292.96
1744,271.75
1745,255.21
1746,247.76
1747,243.17
1748,237.34
1749,227.57
1750,222.11
1751,226.96
1752,221.64
1753,214.2
1754,208.27
1755,204.06
1756,204.03
1757,196.14
1758,196.15
1759,195.16
1800,195.61
1801,162.82
1802,173.98
1803,177.83
1804,182.82
1805,182.84
1806,182.04
1807,320.52
1808,329.98
1809,264.45
1810,221.19
1811,236.67
1812,163.82
1813,153.06
1814,146.25
1815,138.85
1816,128.35
1817,112.06
1818,101
1819,91.51
1820,83.2
1821,75.7
1822,73.35
1823,70.81
1824,70.37
1825,68.02
1826,61.02
1827,61.5
1828,61.64
1829,53.69
1830,46.51
1831,40.44
1832,33.22
1833,30.9
1834,25.81
1835,22.77
1836,26.86
1837,22.17
1838,13.58
1839,9.05
1840,5.65
1841,3.43
1842,2.32
1843,1.93
1844,1.82
1845,1.79
1846,1.79
1847,1.78
1848,1.78
1849,1.78
1850,1.39
1851,1.39
1852,1.39
1853,1.4
1854,1.4
1855,1.39
1856,1.38
1857,1.39
1858,1.38
1859,1.39
1900,1.37
1300,4248.01
1301,4209.68
1302,4229.17
1303,4189.26
1304,3964.8
1305,3024.15
1306,3214.24
1307,3009.01
1308,2626.2
1309,2984.9
1310,2481.74
1311,3713.75
1312,3815.18
1313,4042.9
1314,4017.29
1315,3995.57
1316,4048.36
1317,3501.51
1318,3872.13
1319,4039.82
1320,4040.17
1321,4030.2
1322,2991.19
1323,2315.43
1324,3446.65
1325,2031.02
1326,1892.19
1327,2719.05
1328,1954.27
1329,2074.89
1330,2685.28
1331,3565.71
1332,3922.05
1333,3952.65
1334,3968.5
1335,4005.77
1336,4071.9
1337,3445.61
1338,3012.42
1339,3423.15
1340,4232.17
1341,4242.24
1342,4169.24
1343,4180.98
1344,3998.17
1345,3872.86
1346,3803.4
1347,3809.11
1348,3811.86
1349,3340.66
1350,3157.31
1351,3622.35
1352,3619.29
1353,3239.5
1354,3473.16
1355,3673.71
1356,3843.23
1357,3825.96
1358,3918.4
1359,4006.32
1400,3802.31
1401,3766.79
1402,3686.38
1403,3624.65
1404,3580.63
1405,3589.16
1406,3550.55
1407,3588.06
1408,3592.65
1409,3606.18
1410,3607.04
1411,3579.68
1412,3582.61
1413,3621.04
1414,3615.34
1415,3712.44
1416,3745.72
1417,3655.58
1418,3608.43
1419,3598.11
1420,3584.89
1421,3649.93
1422,3550.06
1423,3574.93
1424,3462.07
1425,3498.4
1426,3352.04
1427,3332.67
1428,3516.82
1429,3575.62
1430,3593.5
1431,3488.44
1432,3382.84
1433,3274.1
1434,3255.51
1435,3274.79
1436,3479.85
1437,3674.4
1438,3913.3
1439,3884.64
1440,3669.94
1441,3760.45
1442,3718.89
1443,3866.39
1444,3932.22
1445,3820.32
1446,3574.45
1447,3341.55
1448,3352.92
1449,3328.72
1450,3333.78
1451,3337.87
1452,3402.31
1453,3331.65
1454,3519.1
1455,3638.64
1456,3524.29
1457,3242.23
1458,3057.24
1459,2989.44
1500,3162.21
1501,3081
1502,3172.72
1503,3388.97
1504,3500.87
1505,3723.12
1506,3719.26
1507,3659.43
1508,3383.05
1509,3377.07
1510,2541.21
1511,1984.22
1512,2582.41
1513,2380.54
1514,2356.19
1515,2415.59
1516,2542.83
1517,2586.32
1518,2667.54
1519,2884.4
1520,2839.25
1521,2686.05
1522,2493.53
1523,2846.7
1524,2874.51
1525,2795.61
1526,2590.82
1527,2446.64
1528,2218.33
1529,1950.42
1530,1960.11
1531,2057.45
1532,2272.66
1533,2145.73
1534,2070.11
1535,1707.64
1536,2015.56
1537,2180.66
1538,2110.91
1539,2268.27
1540,1965.05
1541,2494.84
1542,2790.2
1543,2200.84
1544,2332.82
1545,1818.68
1546,1618.94
1547,1643.61
1548,1559.97
1549,1280.89
1550,1295.97
1551,1467.11
1552,1546.53
1553,1842.59
1554,2060.41
1555,2314.7
1556,2364.17
1557,2624.24
1558,2834.98
1559,2702.95
1600,2659.33
1601,2594.96
1602,2555.13
1603,2405.8
1604,2303.34
1605,2138.82
1606,1996.02
1607,2184.94
1608,2294.07
1609,2132.57
1610,1946.75
1611,1732.78
1612,1425.07
1613,1485.49
1614,1541.92
1615,1619.08
1616,1817.62
1617,1922.86
1618,2072.26
1619,2034.29
1620,1805.21
1621,1773.8
1622,1686.65
1623,1738.36
1624,1518.91
1625,1537.94
1626,1610.04
1627,1690.35
1628,1671.61
1629,1655.38
1630,1751.87
1631,1718.35
1632,1803.47
1633,1955.47
1634,2031.87
1635,2150.38
1636,2145.58
1637,2148.85
1638,2187.63
1639,2102.11
1640,2078.37
1641,2029.84
1642,2064.6
1643,2065.21
1644,2012.63
1645,1772.11
1646,1767.29
1647,1830.02
1648,1846.05
1649,1848.77
1650,1557.06
1651,1530.74
1652,1789.24
1653,1860.35
1654,1838
1655,1656.17
1656,1296.21
1657,1308.44
1658,1497.9
1659,1554.26
1700,1376.08
1701,1411.97
1702,1520.49
1703,1443
1704,1292.62
1705,915.89
1706,760.07
1707,1110.04
1708,1310.27
1709,1375.05
1710,1379.03
1711,1394.64
1712,1343.37
1713,1292.02
1714,1242.16
1715,1134.64
1716,965.62
1717,727.43
1718,515.14
1719,526.39
1720,673.72
1721,832.98
1722,951.77
1723,1108.3
1724,1116.82
1725,1073.24
1726,1044.26
1727,862.17
1728,730.52
1729,671.7
1730,601.77
1731,617.08
1732,517.98
1733,450.07
1734,421.83
1735,419.28
1736,415.3
1737,418.75
1738,415.86
1739,436.71
1740,444.16
1741,457.05
1742,510.2
1743,514.14
1744,482.09
1745,407.13
1746,401.25
1747,423.21
1748,421.01
1749,478.6
1750,519.38
1751,577.09
1752,607.15
1753,544.63
1754,339.59
1755,335.14
1756,477.8
1757,542.53
1758,537.33
1759,485.31
1800,405.74
1801,413.49
1802,428.03
1803,438.49
1804,426.22
1805,399.62
1806,401.57
1807,413.06
1808,400.68
1809,385.83
1810,353.67
1811,328.55
1812,236.4
1813,214.03
1814,207.83
1815,254.25
1816,230.83
1817,223.71
1818,184.84
1819,158.84
1820,148.27
1821,128.29
1822,103.26
1823,78.64
1824,66.62
1825,56.41
1826,50.77
1827,45.23
1828,50.33
1829,65.3
1830,64.9
1831,60.06
1832,50.05
1833,43.71
1834,37.71
1835,30.81
1836,25.71
1837,16.57
1838,13.83
1839,10.49
1840,7.5
1841,1.77
1842,1.7
1843,1.67
1844,1.57
1845,1.49
1846,1.46
1847,1.44
1848,1.45
1849,1.4
1850,1.4
1851,1.38
1852,1.37
1853,1.35
1854,1.35
1855,1.35
1856,1.35
1857,1.35
1858,1.36
1859,1.35
1900,1.35
1300,4376.88
1301,4375.74
1302,4381.26
1303,4376.76
1304,4380.25
1305,4381.48
1306,4384.41
1307,4385.51
1308,4383.47
1309,4378.36
1310,4374.53
1311,4370.63
1312,4362.88
1313,4360.45
1314,4352.02
1315,4352.14
1316,4348.48
1317,4342.96
1318,4333.83
1319,4303.82
1320,4324.46
1321,4333.36
1322,4305.66
1323,4299.57
1324,4290.53
1325,4237.82
1326,4271.73
1327,4291.75
1328,4263.22
1329,4134.17
1330,4169.81
1331,4232.93
1332,4298.08
1333,4300.28
1334,4191.21
1335,4269.82
1336,4254.03
1337,4220.57
1338,4255.66
1339,4270.26
1340,4247
1341,4237.03
1342,4243.28
1343,4254.45
1344,4263
1345,4279.65
1346,4267.11
1347,4266.06
1348,4219.99
1349,4146.97
1350,4129.79
1351,4138.43
1352,4069.85
1353,4128.46
1354,4105.35
1355,4035.58
1356,3987.64
1357,3920.13
1358,3823.53
1359,3904.38
1400,3771.81
1401,3535.05
1402,3395.14
1403,3224.97
1404,2988.9
1405,2914.3
1406,3075.03
1407,3146.1
1408,3236.41
1409,3461.12
1410,3623.3
1411,3645.73
1412,3491.77
1413,3390.17
1414,3389.7
1415,3318.73
1416,3769.22
1417,4051.25
1418,4141.03
1419,4190.07
1420,4166.45
1421,4134.95
1422,4040.71
1423,4022.36
1424,3991.91
1425,3947.36
1426,3711.79
1427,3542.14
1428,3352.97
1429,3467.88
1430,3560.4
1431,3684.2
1432,3759.06
1433,3736.29
1434,3689.53
1435,3850
1436,3724.69
1437,3171.87
1438,3104.05
1439,2159.32
1440,2655.08
1441,2578.5
1442,2316.15
1443,2518.26
1444,2499.69
1445,2354.25
1446,2649.95
1447,2471.15
1448,2719.05
1449,2892.47
1450,3125.26
1451,3401.43
1452,3593.39
1453,3951.3
1454,3901.95
1455,3739.08
1456,3932.73
1457,3887.32
1458,3874.76
1459,3631.25
1500,3515.06
1501,3262.71
1502,3124.77
1503,3164.2
1504,3198.44
1505,3360.88
1506,3444.96
1507,3398.54
1508,3391.75
1509,3563.63
1510,3618.56
1511,3610.07
1512,3591.21
1513,3620.79
1514,3627.12
1515,3611.49
1516,3583.77
1517,3570.93
1518,3546.96
1519,3521.85
1520,3504.4
1521,3489.36
1522,3459.52
1523,3436.37
1524,3409.48
1525,3313.93
1526,3356.44
1527,3347.88
1528,3337.94
1529,3307.14
1530,3282.51
1531,3266.36
1532,3240.92
1533,3210.56
1534,3198.2
1535,3195.61
