,Time,Actual,predicted
548,1646,1985.43,1008.6002185472335
549,1410,1187.84,2270.3678693262336
550,1622,125.93,1136.9155728637415
551,1646,9.76,1008.6002185472335
552,1437,3447.33,2126.013095720162
553,1307,2108.2,2821.054598267916
554,1408,706.86,2281.060815519276
555,1748,219.16,463.2599627020718
556,1526,2577.18,1650.1769901297757
557,1837,0.39,-12.57614288831428
558,1734,475.14,538.110586053368
559,1430,343.65,2163.43840739581
560,1352,468.26,2580.4633089244626
561,1422,488.21,2206.2101921679796
562,1822,182.56,67.62095355950441
563,1513,591.49,1719.6811403845513
564,1659,134.32,939.0960682924579
565,1541,467.21,1569.979893681957
566,1808,28.8,142.47157691080065
567,1709,212.54,671.7724134663986
568,1437,1236.69,2126.013095720162
569,1431,1071.1,2158.0919342992884
570,1610,538.06,1201.0732500219965
571,1333,2372.37,2682.0462977583647
572,1749,32.91,457.91348960555115
573,1446,1466.82,2077.8948378514706
574,1422,1015.98,2206.2101921679796
575,1441,783.85,2104.6272033340765
576,1510,3368.44,1735.720559674115
577,1736,262.07,527.4176398603267
578,1459,1490.75,2008.390687596695
579,1636,1166.72,1062.0649495124453
580,1702,370.5,709.1977251420467
581,1327,1978.03,2714.125136337492
582,1319,2826.81,2756.896921109662
583,1334,1053.22,2676.699824661844
584,1856,0.16,-114.15913172221553
585,1814,30.11,110.39273833167317
586,1548,2683.25,1532.554582006309
587,1406,956.04,2291.753761712318
588,1820,29.85,78.31389975254751
589,1725,287.75,586.2288439220592
590,1658,1469.27,944.4425413889785
591,1421,923.18,2211.5566652645
592,1403,3262.05,2307.7931810018817
593,1457,853.05,2019.083633789738
594,1317,3813.24,2767.589867302704
595,1721,834.67,607.6147363081436
596,1303,1348.99,2842.4404906540003
597,1834,0.3,3.463276401249459
598,1801,222.97,179.89688858644877
599,1641,1400.78,1035.3325840298385
600,1535,2912.21,1602.0587322610845
601,1652,662.79,976.521379968106
602,1851,0.09,-87.42676623961052
603,1508,3485.31,1746.4135058671573
604,1708,288.41,677.1188865629192
605,1851,0.09,-87.42676623961052
606,1706,103.65,687.8118327559623
607,1404,359.17,2302.44670790536
608,1723,139.4,596.9217901151023
609,1815,77.19,105.04626523515253
610,1502,1823.43,1778.4923444462838
611,1851,0.15,-87.42676623961052
612,1415,2394.72,2243.6355038436277
613,1313,2611.0,2788.9757596887885
614,1647,251.34,1003.2537454507128
615,1830,52.41,24.849168787335657
616,1617,1724.1,1163.6479383463484
617,1439,900.24,2115.3201495271187
618,1819,142.17,83.66037284906815
619,1438,502.01,2120.6666226236403
620,1841,0.69,-33.96203527439866
621,1326,1752.15,2719.471609434013
622,1516,726.18,1703.6417210949876
623,1422,3752.39,2206.2101921679796
624,1444,3363.25,2088.587784044513
625,1659,362.52,939.0960682924579
626,1325,3451.71,2724.8180825305344
627,1411,4009.29,2265.021396229712
628,1428,3470.77,2174.131353588852
629,1309,4292.67,2810.3616520748737
630,1517,779.66,1698.295247998466
631,1521,2601.22,1676.9093556123817
632,1531,3279.21,1623.4446246471698
633,1900,0.22,-349.40394796914734
634,1353,1852.99,2575.116835827941
635,1514,2742.16,1714.3346672880298
636,1335,341.69,2671.3533515653226
637,1627,2155.1,1110.1832073811365
638,1727,166.3,575.535897729018
639,1724,106.52,591.5753170185799
640,1900,1.37,-349.40394796914734
641,1303,1166.82,2842.4404906540003
642,1709,1247.83,671.7724134663986
643,1446,867.91,2077.8948378514706
644,1300,2629.49,2858.479909943564
645,1649,878.31,992.5607992576697
646,1411,1178.99,2265.021396229712
647,1700,1145.46,719.8906713350898
648,1746,265.75,473.9529088951149
649,1424,832.84,2195.5172459749365
650,1633,1312.5,1078.104368802009
651,1728,58.31,570.1894246324955
652,1841,0.21,-33.96203527439866
653,1843,0.09,-44.65498146743994
654,1630,2365.96,1094.1437880915728
655,1812,57.25,121.08568452471627
656,1453,2296.77,2040.4695261758225
657,1657,167.5,949.789014485501
658,1658,260.54,944.4425413889785
659,1659,1836.57,939.0960682924579
660,1333,249.0,2682.0462977583647
661,1802,168.81,174.55041548992813
662,1442,3584.27,2099.280730237556
663,1522,1164.98,1671.56288251586
664,1856,0.09,-114.15913172221553
665,1555,2694.16,1495.1292703306608
666,1820,2.46,78.31389975254751
667,1739,45.05,511.378220570763
668,1355,3190.0,2564.423889634899
669,1329,1663.66,2703.43219014445
670,1833,2.39,8.809749497771918
671,1714,1445.6,645.0400479837917
672,1305,1848.75,2831.747544460958
673,1449,886.59,2061.855418561907
674,1311,3664.06,2799.6687058818306
675,1533,804.73,1612.7516784541276
676,1856,0.26,-114.15913172221553
677,1630,11.7,1094.1437880915728
678,1310,4232.16,2805.015178978352
679,1853,0.09,-98.1197124326518
680,1743,378.12,489.9923281846786
681,1315,3758.48,2778.2828134957463
682,1615,327.39,1174.3408845393897
683,1509,2673.52,1741.0670327706357
684,1837,0.58,-12.57614288831428
685,1818,147.58,89.0068459455888
686,1824,33.91,56.928007366461316
687,1658,689.99,944.4425413889785
688,1339,3962.81,2649.967459179238
689,1317,3009.59,2767.589867302704
690,1644,1315.16,1019.2931647402766
691,1846,0.27,-60.69440075700368
692,1658,1294.61,944.4425413889785
693,1615,2352.14,1174.3408845393897
694,1748,166.12,463.2599627020718
695,1647,954.29,1003.2537454507128
696,1858,0.8,-124.85207791525863
697,1316,1075.14,2772.9363403992247
698,1443,3284.13,2093.9342571410343
699,1404,3118.0,2302.44670790536
700,1737,2.17,522.0711667638061
701,1536,673.85,1596.7122591645639
702,1313,1070.58,2788.9757596887885
703,1856,0.26,-114.15913172221553
704,1447,818.41,2072.54836475495
705,1642,1670.66,1029.9861109333178
706,1318,4240.13,2762.2433942061825
707,1400,3194.56,2323.8326002914455
708,1317,4302.6,2767.589867302704
709,1722,327.52,602.268263211623
710,1336,1712.08,2666.006878468801
711,1413,135.4,2254.32845003667
712,1652,1567.86,976.521379968106
713,1846,0.05,-60.69440075700368
714,1431,571.34,2158.0919342992884
715,1707,545.32,682.4653596594417
716,1614,1876.09,1179.6873576359121
717,1501,246.44,1783.8388175428054
718,1513,3128.98,1719.6811403845513
719,1749,392.35,457.91348960555115
720,1625,841.26,1120.8761535741778
721,1327,3312.05,2714.125136337492
722,1756,11.36,420.48817792990303
723,1506,353.16,1757.1064520601994
724,1527,1762.81,1644.8305170332542
725,1532,2560.71,1618.0981515506483
726,1815,0.64,105.04626523515253
727,1403,3172.09,2307.7931810018817
728,1337,3092.69,2660.6604053722804
729,1609,539.36,1206.4197231185171
730,1350,1550.63,2591.1562551175048
731,1745,120.55,479.2993819916355
732,1302,3867.37,2847.786963750522
733,1635,2015.42,1067.411422608966
734,1709,178.17,671.7724134663986
735,1831,3.67,19.502695690813198
736,1643,1734.33,1024.6396378367972
737,1617,837.5,1163.6479383463484
738,1838,0.13,-17.92261598483492
739,1402,1016.34,2313.1396540984033
740,1608,1242.45,1211.7661962150378
741,1311,3651.74,2799.6687058818306
742,1327,4330.54,2714.125136337492
743,1302,4208.03,2847.786963750522
744,1554,1201.77,1500.4757434271833
745,1858,0.1,-124.85207791525863
746,1839,0.21,-23.26908908135556
747,1742,108.01,495.33880128119927
748,1747,39.6,468.60643579859425
749,1711,1002.86,661.0794672733555
750,1736,506.6,527.4176398603267
751,1548,620.88,1532.554582006309
752,1323,1969.34,2735.5110287235766
753,1750,97.06,452.5670165090305
754,1809,8.43,137.12510381428
755,1618,1770.41,1158.301465249826
756,1607,2104.56,1217.1126693115602
757,1854,0.08,-103.46618552917425
758,1828,0.85,35.54211498037694
759,1604,345.54,1233.152088601124
760,1323,2721.03,2735.5110287235766
761,1605,16.98,1227.8056155046015
762,1553,281.19,1505.822216523704
763,1554,2558.51,1500.4757434271833
764,1626,1670.6,1115.5296804776572
765,1648,10.62,997.9072723541904
766,1304,4399.55,2837.0940175574797
767,1546,1555.76,1543.247528199352
768,1349,3898.37,2596.5027282140254
769,1551,255.09,1516.5151627167452
770,1753,82.91,436.52759721946677
771,1754,0.8,431.1811241229443
772,1703,1453.11,703.851252045526
773,1709,203.27,671.7724134663986
774,1332,425.24,2687.3927708548863
